method,threshold,precision,recall,missRate,f2,tp,fp,fn,tn
baritone,0.3075,0.5430622009569378,0.930327868852459,0.069672131147541,0.8142037302725968,227,191,17,1996
baritone,0.31,0.5469879518072289,0.930327868852459,0.069672131147541,0.8159597411933861,227,188,17,1999
baritone,0.3125,0.5536585365853659,0.930327868852459,0.069672131147541,0.818903318903319,227,183,17,2004
baritone,0.315,0.5618811881188119,0.930327868852459,0.069672131147541,0.822463768115942,227,177,17,2010
baritone,0.3175,0.5632754342431762,0.930327868852459,0.069672131147541,0.8230601885424219,227,176,17,2011
baritone,0.32,0.565,0.9262295081967213,0.07377049180327866,0.8212209302325582,226,174,18,2013
baritone,0.3225,0.5667506297229219,0.9221311475409836,0.07786885245901642,0.819373634377276,225,172,19,2015
baritone,0.325,0.569620253164557,0.9221311475409836,0.07786885245901642,0.8205689277899344,225,170,19,2017
baritone,0.3275,0.5710659898477157,0.9221311475409836,0.07786885245901642,0.8211678832116788,225,169,19,2018
baritone,0.33,0.5773195876288659,0.9180327868852459,0.08196721311475408,0.8211143695014662,224,164,20,2023
baritone,0.3325,0.581151832460733,0.9098360655737705,0.0901639344262295,0.8173784977908688,222,160,22,2027
baritone,0.335,0.5898123324396782,0.9016393442622951,0.09836065573770492,0.815418828762046,220,153,24,2034
baritone,0.3375,0.5929919137466307,0.9016393442622951,0.09836065573770492,0.8166295471417966,220,151,24,2036
baritone,0.34,0.5962059620596206,0.9016393442622951,0.09836065573770492,0.8178438661710038,220,149,24,2038
baritone,0.3425,0.5994550408719346,0.9016393442622951,0.09836065573770492,0.8190618019359643,220,147,24,2040
baritone,0.34500000000000003,0.6010928961748634,0.9016393442622951,0.09836065573770492,0.819672131147541,220,146,24,2041
baritone,0.34750000000000003,0.6077348066298343,0.9016393442622951,0.09836065573770492,0.8221225710014949,220,142,24,2045
baritone,0.35000000000000003,0.6111111111111112,0.9016393442622951,0.09836065573770492,0.8233532934131736,220,140,24,2047
baritone,0.3525,0.6145251396648045,0.9016393442622951,0.09836065573770492,0.8245877061469266,220,138,24,2049
baritone,0.355,0.6169014084507042,0.8975409836065574,0.10245901639344257,0.8226897069872277,219,136,25,2051
baritone,0.3575,0.6175637393767706,0.8934426229508197,0.10655737704918034,0.8201655379984951,218,135,26,2052
baritone,0.36,0.6210826210826211,0.8934426229508197,0.10655737704918034,0.8214016578749059,218,133,26,2054
baritone,0.3625,0.6282420749279539,0.8934426229508197,0.10655737704918034,0.8238851095993952,218,129,26,2058
baritone,0.365,0.6318840579710145,0.8934426229508197,0.10655737704918034,0.8251324753974263,218,127,26,2060
baritone,0.3675,0.6318840579710145,0.8934426229508197,0.10655737704918034,0.8251324753974263,218,127,26,2060
baritone,0.37,0.6326530612244898,0.889344262295082,0.11065573770491799,0.8225928733889311,217,126,27,2061
baritone,0.3725,0.631578947368421,0.8852459016393442,0.11475409836065575,0.8194233687405159,216,126,28,2061
baritone,0.375,0.6352941176470588,0.8852459016393442,0.11475409836065575,0.8206686930091185,216,124,28,2063
baritone,0.3775,0.6371681415929203,0.8852459016393442,0.11475409836065575,0.8212927756653993,216,123,28,2064
baritone,0.38,0.6409495548961425,0.8852459016393442,0.11475409836065575,0.8225437928408225,216,121,28,2066
baritone,0.3825,0.6428571428571429,0.8852459016393442,0.11475409836065575,0.8231707317073171,216,120,28,2067
baritone,0.385,0.6467065868263473,0.8852459016393442,0.11475409836065575,0.8244274809160305,216,118,28,2069
baritone,0.3875,0.6475903614457831,0.8811475409836066,0.11885245901639341,0.8218654434250765,215,117,29,2070
baritone,0.39,0.6475903614457831,0.8811475409836066,0.11885245901639341,0.8218654434250765,215,117,29,2070
baritone,0.3925,0.649546827794562,0.8811475409836066,0.11885245901639341,0.8224942616679418,215,116,29,2071
baritone,0.395,0.6524390243902439,0.8770491803278688,0.12295081967213117,0.8205521472392637,214,114,30,2073
baritone,0.3975,0.654434250764526,0.8770491803278688,0.12295081967213117,0.8211818879508825,214,113,30,2074
baritone,0.4,0.6574074074074074,0.8729508196721312,0.12704918032786883,0.8192307692307692,213,111,31,2076
baritone,0.4025,0.6614906832298136,0.8729508196721312,0.12704918032786883,0.8204930662557782,213,109,31,2078
baritone,0.405,0.665625,0.8729508196721312,0.12704918032786883,0.8217592592592594,213,107,31,2080
baritone,0.40750000000000003,0.6677115987460815,0.8729508196721312,0.12704918032786883,0.8223938223938224,213,106,31,2081
baritone,0.41000000000000003,0.6719242902208202,0.8729508196721312,0.12704918032786883,0.8236658932714618,213,104,31,2083
baritone,0.41250000000000003,0.6740506329113924,0.8729508196721312,0.12704918032786883,0.8243034055727554,213,103,31,2084
baritone,0.41500000000000004,0.6740506329113924,0.8729508196721312,0.12704918032786883,0.8243034055727554,213,103,31,2084
baritone,0.4175,0.6761904761904762,0.8729508196721312,0.12704918032786883,0.8249419054996128,213,102,31,2085
baritone,0.42,0.6761904761904762,0.8729508196721312,0.12704918032786883,0.8249419054996128,213,102,31,2085
baritone,0.4225,0.6761904761904762,0.8729508196721312,0.12704918032786883,0.8249419054996128,213,102,31,2085
baritone,0.425,0.6761904761904762,0.8729508196721312,0.12704918032786883,0.8249419054996128,213,102,31,2085
baritone,0.4275,0.6773162939297125,0.8688524590163934,0.1311475409836066,0.8223429014740109,212,101,32,2086
baritone,0.43,0.6794871794871795,0.8688524590163934,0.1311475409836066,0.8229813664596275,212,100,32,2087
baritone,0.4325,0.6794871794871795,0.8688524590163934,0.1311475409836066,0.8229813664596275,212,100,32,2087
baritone,0.435,0.6794871794871795,0.8688524590163934,0.1311475409836066,0.8229813664596275,212,100,32,2087
baritone,0.4375,0.6794871794871795,0.8688524590163934,0.1311475409836066,0.8229813664596275,212,100,32,2087
baritone,0.44,0.6794871794871795,0.8688524590163934,0.1311475409836066,0.8229813664596275,212,100,32,2087
baritone,0.4425,0.686084142394822,0.8688524590163934,0.1311475409836066,0.8249027237354085,212,97,32,2090
baritone,0.445,0.686084142394822,0.8688524590163934,0.1311475409836066,0.8249027237354085,212,97,32,2090
baritone,0.4475,0.686084142394822,0.8688524590163934,0.1311475409836066,0.8249027237354085,212,97,32,2090
baritone,0.45,0.686084142394822,0.8688524590163934,0.1311475409836066,0.8249027237354085,212,97,32,2090
baritone,0.4525,0.6883116883116883,0.8688524590163934,0.1311475409836066,0.8255451713395638,212,96,32,2091
baritone,0.455,0.6883116883116883,0.8688524590163934,0.1311475409836066,0.8255451713395638,212,96,32,2091
baritone,0.4575,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.46,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.4625,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.465,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.4675,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.47000000000000003,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.47250000000000003,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.47500000000000003,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.47750000000000004,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.48,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.4825,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.485,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.4875,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.49,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.4925,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.495,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.4975,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5025000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.505,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5075000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.51,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5125,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.515,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5175,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.52,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5225,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.525,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5275,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.53,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5325,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.535,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5375,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.54,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5425,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.545,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5475,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.55,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5525,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.555,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5575,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.56,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5625,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5650000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5675,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5700000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5725,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5750000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5775,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.58,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5825,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.585,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5875,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.59,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5925,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.595,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.5975,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6025,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.605,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6075,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.61,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6125,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.615,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6175,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.62,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6225,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.625,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6275000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.63,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6325000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.635,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6375000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.64,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6425,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.645,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6475,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.65,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6525,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.655,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6575,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.66,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6625,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.665,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6675,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.67,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6725,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.675,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6775,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.68,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6825,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.685,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6875,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6900000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6925,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6950000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.6975,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7000000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7025,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.705,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7075,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.71,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7125,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.715,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7175,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.72,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7225,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.725,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7275,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.73,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7325,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.735,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7375,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.74,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7425,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.745,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7475,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.75,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7525000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.755,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7575000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.76,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7625000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.765,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7675000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.77,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7725,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.775,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7775,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.78,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7825,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.785,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7875,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.79,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7925,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.795,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.7975,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8025,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.805,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8075,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.81,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8125,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8150000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8175,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8200000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8225,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8250000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8275,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8300000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8325,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.835,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8375,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.84,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8425,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.845,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8475,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.85,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8525,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.855,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8575,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.86,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8625,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.865,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8675,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.87,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8725,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.875,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8775000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.88,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8825000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.885,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8875000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.89,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8925000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.895,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.8975,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9025,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.905,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9075,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.91,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9125,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.915,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9175,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.92,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9225,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.925,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9275,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.93,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9325,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.935,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9375,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9400000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9425,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9450000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9475,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
baritone,0.9500000000000001,0.6905537459283387,0.8688524590163934,0.1311475409836066,0.8261886204208886,212,95,32,2092
