method,threshold,precision,recall,missRate,f2,tp,fp,fn,tn
solo,0.6575,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.66,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6625,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.665,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6675,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.67,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6725,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.675,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6775,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.68,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6825,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.685,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6875,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6900000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6925,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6950000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.6975,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7000000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7025,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.705,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7075,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.71,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7125,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.715,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7175,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.72,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7225,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.725,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7275,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.73,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7325,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.735,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7375,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.74,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7425,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.745,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7475,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.75,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7525000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.755,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7575000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.76,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7625000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.765,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7675000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.77,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7725,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.775,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7775,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.78,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7825,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.785,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7875,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.79,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7925,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.795,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.7975,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8025,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.805,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8075,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.81,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8125,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8150000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8175,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8200000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8225,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8250000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8275,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8300000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8325,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.835,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8375,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.84,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8425,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.845,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8475,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.85,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8525,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.855,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8575,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.86,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8625,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.865,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8675,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.87,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8725,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.875,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8775000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.88,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8825000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.885,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8875000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.89,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8925000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.895,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.8975,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9025,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.905,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9075,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.91,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9125,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.915,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9175,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.92,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9225,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.925,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9275,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.93,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9325,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.935,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9375,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9400000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9425,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9450000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9475,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9500000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9525,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9550000000000001,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9575,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.96,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9625,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.965,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9675,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.97,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9725,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.975,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9775,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.98,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9825,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.985,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9875,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.99,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9925,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.995,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,0.9975,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
solo,1.0,0.6144927536231884,0.8688524590163934,0.1311475409836066,0.8024224072672219,212,133,32,2054
baritone,0.0,0.10037021801727684,1.0,0.0,0.3580862929263281,244,2187,0,0
baritone,0.0025,0.10343365832980077,1.0,0.0,0.3658170914542728,244,2115,0,72
baritone,0.005,0.10686015831134564,0.9959016393442623,0.004098360655737654,0.37384615384615383,243,2031,1,156
baritone,0.0075,0.1111619396157365,0.9959016393442623,0.004098360655737654,0.38425047438330173,243,1943,1,244
baritone,0.01,0.11522048364153627,0.9959016393442623,0.004098360655737654,0.393841166936791,243,1866,1,321
baritone,0.0105,0.1161567877629063,0.9959016393442623,0.004098360655737654,0.3960234680573664,243,1849,1,338
baritone,0.0125,0.11976343026121242,0.9959016393442623,0.004098360655737654,0.4043261231281198,243,1786,1,401
baritone,0.015,0.1232876712328767,0.9959016393442623,0.004098360655737654,0.4122836783169325,243,1728,1,459
baritone,0.0175,0.12857142857142856,0.9959016393442623,0.004098360655737654,0.42393579902302864,243,1647,1,540
baritone,0.02,0.13213703099510604,0.9959016393442623,0.004098360655737654,0.4316163410301954,243,1596,1,591
baritone,0.0225,0.13583007266629402,0.9959016393442623,0.004098360655737654,0.4394213381555154,243,1546,1,641
baritone,0.025,0.13981588032220943,0.9959016393442623,0.004098360655737654,0.44767870302137064,243,1495,1,692
baritone,0.0275,0.14404267931238884,0.9959016393442623,0.004098360655737654,0.4562523469770935,243,1444,1,743
baritone,0.03,0.14763061968408261,0.9959016393442623,0.004098360655737654,0.46338672768878714,243,1403,1,784
baritone,0.0325,0.15140186915887852,0.9959016393442623,0.004098360655737654,0.47074777218132513,243,1362,1,825
baritone,0.035,0.15596919127086006,0.9959016393442623,0.004098360655737654,0.4794790844514601,243,1315,1,872
baritone,0.0375,0.1609271523178808,0.9959016393442623,0.004098360655737654,0.4887369267900242,243,1267,1,920
baritone,0.04,0.16407832545577314,0.9959016393442623,0.004098360655737654,0.4945054945054945,243,1238,1,949
baritone,0.0425,0.16758620689655174,0.9959016393442623,0.004098360655737654,0.5008244023083265,243,1207,1,980
baritone,0.045,0.17124735729386892,0.9959016393442623,0.004098360655737654,0.5073068893528183,243,1176,1,1011
baritone,0.0475,0.1739441660701503,0.9959016393442623,0.004098360655737654,0.5120101137800254,243,1154,1,1033
baritone,0.05,0.17677136596055515,0.9918032786885246,0.008196721311475419,0.5159914712153519,242,1127,2,1060
baritone,0.0525,0.18011958146487295,0.9877049180327869,0.012295081967213073,0.520743301642178,241,1097,3,1090
baritone,0.055,0.18354912414318356,0.9877049180327869,0.012295081967213073,0.526430755788554,241,1072,3,1115
baritone,0.0575,0.1861003861003861,0.9877049180327869,0.012295081967213073,0.5306032584764421,241,1054,3,1133
baritone,0.06,0.18991331757289204,0.9877049180327869,0.012295081967213073,0.5367483296213809,241,1028,3,1159
baritone,0.0625,0.19419822723609992,0.9877049180327869,0.012295081967213073,0.5435272891294541,241,1000,3,1187
baritone,0.065,0.19786535303776684,0.9877049180327869,0.012295081967213073,0.5492251595259801,241,977,3,1210
baritone,0.0675,0.1998341625207297,0.9877049180327869,0.012295081967213073,0.5522456461961504,241,965,3,1222
baritone,0.07,0.2038917089678511,0.9877049180327869,0.012295081967213073,0.5583873957367933,241,941,3,1246
baritone,0.0725,0.20668953687821612,0.9877049180327869,0.012295081967213073,0.5625583566760036,241,925,3,1262
baritone,0.075,0.20869565217391303,0.9836065573770492,0.016393442622950838,0.5644402634054563,240,910,4,1277
baritone,0.0775,0.21164021164021163,0.9836065573770492,0.016393442622950838,0.5687203791469194,240,894,4,1293
baritone,0.08,0.21602160216021601,0.9836065573770492,0.016393442622950838,0.5749880210828942,240,871,4,1316
baritone,0.0825,0.21758839528558477,0.9836065573770492,0.016393442622950838,0.5772005772005772,240,863,4,1324
baritone,0.085,0.22140221402214022,0.9836065573770492,0.016393442622950838,0.5825242718446602,240,844,4,1343
baritone,0.08750000000000001,0.2257761053621825,0.9836065573770492,0.016393442622950838,0.588523786169691,240,823,4,1364
baritone,0.09,0.22727272727272727,0.9836065573770492,0.016393442622950838,0.5905511811023622,240,816,4,1371
baritone,0.0925,0.22966507177033493,0.9836065573770492,0.016393442622950838,0.5937654626422563,240,805,4,1382
baritone,0.095,0.23369036027263876,0.9836065573770492,0.016393442622950838,0.5991013479780329,240,787,4,1400
baritone,0.0975,0.23880597014925373,0.9836065573770492,0.016393442622950838,0.6057546693589096,240,765,4,1422
baritone,0.1,0.2434077079107505,0.9836065573770492,0.016393442622950838,0.6116207951070336,240,746,4,1441
baritone,0.10250000000000001,0.24537987679671458,0.9795081967213115,0.020491803278688492,0.6128205128205129,239,735,5,1452
baritone,0.105,0.24765868886576484,0.9754098360655737,0.024590163934426257,0.614352090862158,238,723,6,1464
baritone,0.1075,0.2507903055848261,0.9754098360655737,0.024590163934426257,0.6181818181818182,238,711,6,1476
baritone,0.11,0.2534611288604899,0.9754098360655737,0.024590163934426257,0.6214099216710184,238,701,6,1486
baritone,0.1125,0.25674217907227614,0.9754098360655737,0.024590163934426257,0.6253284287966369,238,689,6,1498
baritone,0.115,0.26096491228070173,0.9754098360655737,0.024590163934426257,0.6302966101694915,238,674,6,1513
baritone,0.11750000000000001,0.2662192393736018,0.9754098360655737,0.024590163934426257,0.6363636363636365,238,656,6,1531
baritone,0.12,0.27137970353477764,0.9754098360655737,0.024590163934426257,0.6422018348623852,238,639,6,1548
baritone,0.1225,0.2735632183908046,0.9754098360655737,0.024590163934426257,0.6446370530877573,238,632,6,1555
baritone,0.125,0.2770663562281723,0.9754098360655737,0.024590163934426257,0.6485013623978202,238,621,6,1566
baritone,0.1275,0.2783625730994152,0.9754098360655737,0.024590163934426257,0.6499180775532496,238,617,6,1570
baritone,0.13,0.2816568047337278,0.9754098360655737,0.024590163934426257,0.6534870950027457,238,607,6,1580
baritone,0.1325,0.2860576923076923,0.9754098360655737,0.024590163934426257,0.6581858407079646,238,594,6,1593
baritone,0.135,0.28883495145631066,0.9754098360655737,0.024590163934426257,0.6611111111111111,238,586,6,1601
baritone,0.1375,0.2916666666666667,0.9754098360655737,0.024590163934426257,0.6640625,238,578,6,1609
baritone,0.14,0.29528535980148884,0.9754098360655737,0.024590163934426257,0.6677890011223344,238,568,6,1619
baritone,0.14250000000000002,0.2973651191969887,0.9713114754098361,0.02868852459016391,0.6683587140439934,237,560,7,1627
baritone,0.145,0.30038022813688214,0.9713114754098361,0.02868852459016391,0.6713881019830028,237,552,7,1635
baritone,0.1475,0.3030690537084399,0.9713114754098361,0.02868852459016391,0.6740614334470989,237,545,7,1642
baritone,0.15,0.3053040103492885,0.9672131147540983,0.032786885245901676,0.6746712407089767,236,537,8,1650
baritone,0.1525,0.3076923076923077,0.9672131147540983,0.032786885245901676,0.6769936890418818,236,531,8,1656
baritone,0.155,0.3116710875331565,0.9631147540983607,0.03688524590163933,0.6791907514450867,235,519,9,1668
baritone,0.1575,0.31586021505376344,0.9631147540983607,0.03688524590163933,0.6831395348837209,235,509,9,1678
baritone,0.16,0.31799729364005414,0.9631147540983607,0.03688524590163933,0.685131195335277,235,504,9,1683
baritone,0.1625,0.3197278911564626,0.9631147540983607,0.03688524590163933,0.6867329047340737,235,500,9,1687
baritone,0.165,0.3213793103448276,0.9549180327868853,0.04508196721311475,0.684891240446796,233,492,11,1695
baritone,0.1675,0.32633053221288516,0.9549180327868853,0.04508196721311475,0.6893491124260356,233,481,11,1706
baritone,0.17,0.33001422475106684,0.9508196721311475,0.049180327868852514,0.6908874329958308,232,471,12,1716
baritone,0.17250000000000001,0.3352601156069364,0.9508196721311475,0.049180327868852514,0.6954436450839327,232,460,12,1727
baritone,0.17500000000000002,0.34017595307917886,0.9508196721311475,0.049180327868852514,0.6996381182147164,232,450,12,1737
baritone,0.1775,0.3431952662721893,0.9508196721311475,0.049180327868852514,0.7021791767554479,232,444,12,1743
baritone,0.18,0.3483483483483483,0.9508196721311475,0.049180327868852514,0.7064555420219244,232,434,12,1753
baritone,0.1825,0.35098335854765506,0.9508196721311475,0.049180327868852514,0.7086133170433719,232,429,12,1758
baritone,0.185,0.3531202435312024,0.9508196721311475,0.049180327868852514,0.7103490508266993,232,425,12,1762
baritone,0.1875,0.3547400611620795,0.9508196721311475,0.049180327868852514,0.7116564417177914,232,422,12,1765
baritone,0.19,0.35968992248062015,0.9508196721311475,0.049180327868852514,0.7156076495990129,232,413,12,1774
baritone,0.1925,0.3670886075949367,0.9508196721311475,0.049180327868852514,0.7213930348258706,232,400,12,1787
baritone,0.195,0.3712,0.9508196721311475,0.049180327868852514,0.7245471580262336,232,393,12,1794
baritone,0.1975,0.37479806138933763,0.9508196721311475,0.049180327868852514,0.7272727272727273,232,387,12,1800
baritone,0.2,0.3778501628664495,0.9508196721311475,0.049180327868852514,0.7295597484276729,232,382,12,1805
baritone,0.2025,0.38095238095238093,0.9508196721311475,0.049180327868852514,0.7318611987381703,232,377,12,1810
baritone,0.20500000000000002,0.3841059602649007,0.9508196721311475,0.049180327868852514,0.7341772151898734,232,372,12,1815
baritone,0.20750000000000002,0.39057239057239057,0.9508196721311475,0.049180327868852514,0.7388535031847134,232,362,12,1825
baritone,0.21,0.3938879456706282,0.9508196721311475,0.049180327868852514,0.7412140575079872,232,357,12,1830
baritone,0.2125,0.39658119658119656,0.9508196721311475,0.049180327868852514,0.743113388853299,232,353,12,1834
baritone,0.215,0.4020797227036395,0.9508196721311475,0.049180327868852514,0.746941403734707,232,345,12,1842
baritone,0.2175,0.4031413612565445,0.9467213114754098,0.05327868852459017,0.7456423499031634,231,342,13,1845
baritone,0.22,0.4088495575221239,0.9467213114754098,0.05327868852459017,0.7495133030499674,231,334,13,1853
baritone,0.2225,0.4154676258992806,0.9467213114754098,0.05327868852459017,0.7539164490861618,231,325,13,1862
baritone,0.225,0.4192377495462795,0.9467213114754098,0.05327868852459017,0.756385068762279,231,320,13,1867
baritone,0.2275,0.4230769230769231,0.9467213114754098,0.05327868852459017,0.7588699080157687,231,315,13,1872
baritone,0.23,0.4301675977653631,0.9467213114754098,0.05327868852459017,0.7633840052875082,231,306,13,1881
baritone,0.2325,0.4350282485875706,0.9467213114754098,0.05327868852459017,0.7664233576642336,231,300,13,1887
baritone,0.23500000000000001,0.4416826003824092,0.9467213114754098,0.05327868852459017,0.7705136757838559,231,292,13,1895
baritone,0.23750000000000002,0.4425287356321839,0.9467213114754098,0.05327868852459017,0.7710280373831777,231,291,13,1896
baritone,0.24,0.44854368932038835,0.9467213114754098,0.05327868852459017,0.7746478873239436,231,284,13,1903
baritone,0.2425,0.45294117647058824,0.9467213114754098,0.05327868852459017,0.7772543741588157,231,279,13,1908
baritone,0.245,0.45742574257425744,0.9467213114754098,0.05327868852459017,0.7798784604996625,231,274,13,1913
baritone,0.2475,0.46292585170340683,0.9467213114754098,0.05327868852459017,0.7830508474576272,231,268,13,1919
baritone,0.25,0.4666666666666667,0.9467213114754098,0.05327868852459017,0.7851801495581238,231,264,13,1923
baritone,0.2525,0.4685598377281947,0.9467213114754098,0.05327868852459017,0.7862491490810074,231,262,13,1925
baritone,0.255,0.47530864197530864,0.9467213114754098,0.05327868852459017,0.7900136798905609,231,255,13,1932
baritone,0.2575,0.4782608695652174,0.9467213114754098,0.05327868852459017,0.7916381082933517,231,252,13,1935
baritone,0.26,0.4782608695652174,0.9467213114754098,0.05327868852459017,0.7916381082933517,231,252,13,1935
baritone,0.2625,0.4802494802494803,0.9467213114754098,0.05327868852459017,0.7927247769389155,231,250,13,1937
baritone,0.265,0.48326359832635984,0.9467213114754098,0.05327868852459017,0.7943603851444292,231,247,13,1940
baritone,0.2675,0.48625792811839325,0.9426229508196722,0.05737704918032782,0.7936507936507937,230,243,14,1944
baritone,0.27,0.4893162393162393,0.9385245901639344,0.061475409836065587,0.7929362880886426,229,239,15,1948
baritone,0.2725,0.4924406047516199,0.9344262295081968,0.06557377049180324,0.7922168172341905,228,235,16,1952
baritone,0.275,0.49563318777292575,0.930327868852459,0.069672131147541,0.791492329149233,227,231,17,1956
baritone,0.2775,0.5011037527593819,0.930327868852459,0.069672131147541,0.7942617214835549,227,226,17,1961
baritone,0.28,0.5033259423503326,0.930327868852459,0.069672131147541,0.795374912403644,227,224,17,1963
baritone,0.28250000000000003,0.5078299776286354,0.930327868852459,0.069672131147541,0.797610681658468,227,220,17,1967
baritone,0.28500000000000003,0.5101123595505618,0.930327868852459,0.069672131147541,0.7987332864180154,227,218,17,1969
baritone,0.28750000000000003,0.5159090909090909,0.930327868852459,0.069672131147541,0.8015536723163841,227,213,17,1974
baritone,0.29,0.5182648401826484,0.930327868852459,0.069672131147541,0.8026874115983026,227,211,17,1976
baritone,0.2925,0.5206422018348624,0.930327868852459,0.069672131147541,0.8038243626062322,227,209,17,1978
baritone,0.295,0.5266821345707656,0.930327868852459,0.069672131147541,0.8066808813077471,227,204,17,1983
baritone,0.2975,0.530373831775701,0.930327868852459,0.069672131147541,0.8084045584045583,227,201,17,1986
baritone,0.3,0.5341176470588235,0.930327868852459,0.069672131147541,0.8101356174161314,227,198,17,1989
baritone,0.3025,0.5417661097852029,0.930327868852459,0.069672131147541,0.8136200716845878,227,192,17,1995
baritone,0.305,0.5417661097852029,0.930327868852459,0.069672131147541,0.8136200716845878,227,192,17,1995
